path,conversions
"lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > lm.facebook.com / referral > mobile.facebook.com / referral",1
lm.facebook.com / referral > (direct) / (none) > google / organic > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > google / organic > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > PK - Sapphire Brand Campaign > m.facebook.com / referral > PK - Sapphire Brand Campaign > google / organic,1
"lm.facebook.com / referral > (direct) / (none) > Post: ""Dive deep into our autumn palette with ‘Bohemia’...."" > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > m.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > (direct) / (none) > (direct) / (none) > Catalogue Sales - Winter 1 > Conversions - Winter 1 -Aura A > Catalogue Sales - Winter 2018 Add o cart > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
lm.facebook.com / referral > (direct) / (none) > Catalogue Sales - Winter 1 > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > Catalogue Sales - Bohemia 2 > m.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > Catalogue Sales - Winter 1 > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > l.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > l.facebook.com / referral > (direct) / (none) > Catalogue Sales - Bohemia 2018 > l.facebook.com / referral > (direct) / (none) > Conversions - Winter 1 -Aura A > l.facebook.com / referral > lm.facebook.com / referral > l.facebook.com / referral,1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > Catalogue Sales - Winter 2018 Add o cart,1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral,1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > free.facebook.com / referral > lm.facebook.com / referral,1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > Conversions - Winter 1 -Aura A,1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Winter 1 > (direct) / (none) > Catalogue Sales - Winter 2018 Add o cart > Conversions - Winter 1 -Aura A > m.facebook.com / referral > lm.facebook.com / referral,1
lm.facebook.com / referral > (direct) / (none) > free.facebook.com / referral,1
lm.facebook.com / referral > (direct) / (none) > free.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > (direct) / (none) > mobile.facebook.com / referral,1
lm.facebook.com / referral > Traffic - Winter 1 2018 > (direct) / (none) > Catalogue Sales - Winter 1 > Catalogue Sales - Winter 2018 Add o cart,1
lm.facebook.com / referral > Traffic - Winter 1 2018 > (direct) / (none) > Catalogue Sales - Winter 1 > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none),1
"lm.facebook.com / referral > Traffic - Winter 1 2018 > Post: ""Channel some winter vibes in this classic blue..."" > lm.facebook.com / referral",1
lm.facebook.com / referral > Traffic - Winter 1 2018 > Conversions - Winter 1 -Aura A > free.facebook.com / referral > m.facebook.com / referral,1
lm.facebook.com / referral > Catalogue Sales - Winter 1,1
"lm.facebook.com / referral > Catalogue Sales - Jewelry, Shoes, Bags > Catalogue Sales - Winter 1 > free.facebook.com / referral > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > Catalogue Sales - Winter 1 > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
lm.facebook.com / referral > Conversions - Pret - Domestic > m.facebook.com / referral,1
lm.facebook.com / referral > Conversions - Pret - Domestic > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none),1
lm.facebook.com / referral > l.facebook.com / referral > m.facebook.com / referral > (direct) / (none),1
"lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > Post: ""Floaty fabrics and dusty florals of 'Bohemia'..."" > m.facebook.com / referral > Catalogue Sales - Bohemia 2018 > Post: ""Because there’s a beauty entirely unique in that..."" > Catalogue Sales - Bohemia 2018 > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none)",1
"lm.facebook.com / referral > l.facebook.com / referral > lm.facebook.com / referral > (direct) / (none) > Post: ""Floaty fabrics and dusty florals of 'Bohemia'..."" > m.facebook.com / referral > Catalogue Sales - Bohemia 2018 > Post: ""Because there’s a beauty entirely unique in that..."" > Catalogue Sales - Bohemia 2018 > (direct) / (none) > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none)",1
lm.facebook.com / referral > l.facebook.com / referral > Catalogue Sales - Bohemia 2018 > lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral,1
lm.facebook.com / referral > m.facebook.com / referral > lm.facebook.com / referral > Traffic - Bohemia > Traffic - Bohemia > lm.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > m.facebook.com / referral > Catalogue Sales - Winter 1 > lm.facebook.com / referral,1
lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > lm.facebook.com / referral,1
lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > Traffic - Bohemia > October 2018 Sale > m.facebook.com / referral > Catalogue Sales - Winter 1 > Catalogue Sales - Winter 2018 Add o cart > Catalogue Sales - Winter 1,1
lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
"lm.facebook.com / referral > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > Catalogue Sales - Jewelry, Shoes, Bags > (direct) / (none) > m.facebook.com / referral > Traffic - Winter 1 2018",1
lm.facebook.com / referral > m.facebook.com / referral > Catalogue Sales - Winter 2018 Add o cart > (direct) / (none),1
lm.facebook.com / referral > free.facebook.com / referral,1
outlook.live.com / referral,1
web.facebook.com / referral > (direct) / (none) > Traffic - Winter 1 2018,1
web.facebook.com / referral > facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
web.facebook.com / referral > facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
PK - Sapphire Brand Campaign > m.facebook.com / referral > (direct) / (none) > (direct) / (none),1
PK - Sapphire Brand Campaign > m.facebook.com / referral > (direct) / (none) > (direct) / (none) > (direct) / (none),1
PK - Sapphire Brand Campaign > m.facebook.com / referral > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none),1
PK - Sapphire Brand Campaign > l.facebook.com / referral,1
PK - Sapphire Brand Campaign > l.facebook.com / referral > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > l.facebook.com / referral > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > Winter 1 2018 | Standard,1
RTW > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > Competition,1
Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > RTW > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Dynamic Remarketing > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > RTW > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Lawn 2018 Vol 2 > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > Competition > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none) > (direct) / (none) > PK - Sapphire Brand Campaign,1
ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > RTW > RTW > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > RTW > RTW > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign,1
ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none) > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none) > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > (direct) / (none) > (direct) / (none),1
PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > Winter 1 2018 | Standard,1
ROW - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > (direct) / (none) > Competition > PK - Sapphire Brand Campaign > google / organic > (direct) / (none) > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > google / organic > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign,1
PK - Sapphire Brand Campaign > Competition > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > PK - Sapphire Brand Campaign > (direct) / (none),1
ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > Competition > ROW - Sapphire Brand Campaign > ROW - Sapphire Brand Campaign > (direct) / (none),1
